,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,target,is_correct
0,0.5172413793103449,0.3861111111111111,0.13636363636363635,0.19183965640658554,1,False
1,0.5172413793103449,0.3861111111111111,0.13636363636363635,0.19183965640658554,2,True
2,0.5172413793103449,0.3861111111111111,0.13636363636363635,0.19183965640658554,3,False
3,0.5172413793103449,0.3861111111111111,0.13636363636363635,0.19183965640658554,4,False
4,0.5068418171866448,0.4305555555555556,0.2727272727272727,0.1732283464566929,4,False
5,0.5068418171866448,0.4305555555555556,0.2727272727272727,0.1732283464566929,1,False
6,0.5068418171866448,0.4305555555555556,0.2727272727272727,0.1732283464566929,2,True
7,0.5068418171866448,0.4305555555555556,0.2727272727272727,0.1732283464566929,3,False
8,0.39408866995073893,0.36666666666666664,0.09090909090909091,0.2147458840372226,2,True
9,0.39408866995073893,0.36666666666666664,0.09090909090909091,0.2147458840372226,3,False
10,0.39408866995073893,0.36666666666666664,0.09090909090909091,0.2147458840372226,4,False
11,0.39408866995073893,0.36666666666666664,0.09090909090909091,0.2147458840372226,1,False
12,0.5621237000547346,0.41944444444444445,0.16666666666666666,0.2655690765926986,2,True
13,0.5621237000547346,0.41944444444444445,0.16666666666666666,0.2655690765926986,4,False
14,0.5621237000547346,0.41944444444444445,0.16666666666666666,0.2655690765926986,3,False
15,0.5621237000547346,0.41944444444444445,0.16666666666666666,0.2655690765926986,1,False
16,0.48330596606458676,0.37222222222222223,0.3333333333333333,0.1073729420186113,4,False
17,0.48330596606458676,0.37222222222222223,0.3333333333333333,0.1073729420186113,2,True
18,0.48330596606458676,0.37222222222222223,0.3333333333333333,0.1073729420186113,3,False
19,0.48330596606458676,0.37222222222222223,0.3333333333333333,0.1073729420186113,1,False
20,0.5588396278051451,0.5805555555555556,0.25757575757575757,0.15461703650680028,1,False
21,0.5588396278051451,0.5805555555555556,0.25757575757575757,0.15461703650680028,3,False
22,0.5588396278051451,0.5805555555555556,0.25757575757575757,0.15461703650680028,4,False
23,0.5588396278051451,0.5805555555555556,0.25757575757575757,0.15461703650680028,2,True
24,0.6037219485495348,0.4111111111111111,0.24242424242424243,0.23120973514674303,2,True
25,0.6037219485495348,0.4111111111111111,0.24242424242424243,0.23120973514674303,1,False
26,0.6037219485495348,0.4111111111111111,0.24242424242424243,0.23120973514674303,3,False
27,0.6037219485495348,0.4111111111111111,0.24242424242424243,0.23120973514674303,4,False
28,0.5210727969348659,0.375,0.015151515151515152,0.15175375805297064,4,False
29,0.5210727969348659,0.375,0.015151515151515152,0.15175375805297064,1,False
30,0.5210727969348659,0.375,0.015151515151515152,0.15175375805297064,3,False
31,0.5210727969348659,0.375,0.015151515151515152,0.15175375805297064,2,True
32,0.5697865353037767,0.125,0.2878787878787879,0.1732283464566929,1,False
33,0.5697865353037767,0.125,0.2878787878787879,0.1732283464566929,2,True
34,0.5697865353037767,0.125,0.2878787878787879,0.1732283464566929,4,False
35,0.5697865353037767,0.125,0.2878787878787879,0.1732283464566929,3,False
36,0.3891625615763547,0.9611111111111111,0.030303030303030304,0.0,1,False
37,0.3891625615763547,0.9611111111111111,0.030303030303030304,0.0,4,False
38,0.3891625615763547,0.9611111111111111,0.030303030303030304,0.0,3,False
39,0.3891625615763547,0.9611111111111111,0.030303030303030304,0.0,2,True
40,0.4482758620689655,0.35555555555555557,0.07575757575757576,0.06800286327845383,1,False
41,0.4482758620689655,0.35555555555555557,0.07575757575757576,0.06800286327845383,4,False
42,0.4482758620689655,0.35555555555555557,0.07575757575757576,0.06800286327845383,2,True
43,0.4482758620689655,0.35555555555555557,0.07575757575757576,0.06800286327845383,3,False
44,0.5982484948002189,0.2972222222222222,0.16666666666666666,0.030064423765211165,4,False
45,0.5982484948002189,0.2972222222222222,0.16666666666666666,0.030064423765211165,1,False
46,0.5982484948002189,0.2972222222222222,0.16666666666666666,0.030064423765211165,3,False
47,0.5982484948002189,0.2972222222222222,0.16666666666666666,0.030064423765211165,2,True
48,0.4630541871921182,0.25,0.12121212121212122,0.09591982820329277,2,True
49,0.4630541871921182,0.25,0.12121212121212122,0.09591982820329277,1,False
50,0.4630541871921182,0.25,0.12121212121212122,0.09591982820329277,3,False
51,0.4630541871921182,0.25,0.12121212121212122,0.09591982820329277,4,False
52,0.4822112753147236,0.15,0.09090909090909091,0.15604867573371511,3,False
53,0.4822112753147236,0.15,0.09090909090909091,0.15604867573371511,4,False
54,0.4822112753147236,0.15,0.09090909090909091,0.15604867573371511,1,False
55,0.4822112753147236,0.15,0.09090909090909091,0.15604867573371511,2,True
56,0.4274767378215654,0.2222222222222222,0.12121212121212122,0.12884753042233357,4,False
57,0.4274767378215654,0.2222222222222222,0.12121212121212122,0.12884753042233357,2,True
58,0.4274767378215654,0.2222222222222222,0.12121212121212122,0.12884753042233357,1,False
59,0.4274767378215654,0.2222222222222222,0.12121212121212122,0.12884753042233357,3,False
60,0.5385878489326765,0.46111111111111114,0.18181818181818182,0.1732283464566929,2,True
61,0.5385878489326765,0.46111111111111114,0.18181818181818182,0.1732283464566929,1,False
62,0.5385878489326765,0.46111111111111114,0.18181818181818182,0.1732283464566929,4,False
63,0.5385878489326765,0.46111111111111114,0.18181818181818182,0.1732283464566929,3,False
64,0.6288998357963875,0.125,0.21212121212121213,0.19828203292770222,3,False
65,0.6288998357963875,0.125,0.21212121212121213,0.19828203292770222,4,False
66,0.6288998357963875,0.125,0.21212121212121213,0.19828203292770222,2,True
67,0.6288998357963875,0.125,0.21212121212121213,0.19828203292770222,1,False
68,0.5659551176792557,0.31666666666666665,0.24242424242424243,0.07730851825340014,4,False
69,0.5659551176792557,0.31666666666666665,0.24242424242424243,0.07730851825340014,1,False
70,0.5659551176792557,0.31666666666666665,0.24242424242424243,0.07730851825340014,3,False
71,0.5659551176792557,0.31666666666666665,0.24242424242424243,0.07730851825340014,2,True
72,0.5424192665571976,0.016666666666666666,0.13636363636363635,0.0,4,False
73,0.5424192665571976,0.016666666666666666,0.13636363636363635,0.0,3,False
74,0.5424192665571976,0.016666666666666666,0.13636363636363635,0.0,1,False
75,0.5424192665571976,0.016666666666666666,0.13636363636363635,0.0,2,True
76,0.42090859332238645,0.08333333333333333,0.15151515151515152,0.1717967072297781,1,False
77,0.42090859332238645,0.08333333333333333,0.15151515151515152,0.1717967072297781,2,True
78,0.42090859332238645,0.08333333333333333,0.15151515151515152,0.1717967072297781,4,False
79,0.42090859332238645,0.08333333333333333,0.15151515151515152,0.1717967072297781,3,False
80,0.5500821018062397,0.3277777777777778,0.2727272727272727,0.14387974230493916,4,False
81,0.5500821018062397,0.3277777777777778,0.2727272727272727,0.14387974230493916,3,False
82,0.5500821018062397,0.3277777777777778,0.2727272727272727,0.14387974230493916,1,False
83,0.5500821018062397,0.3277777777777778,0.2727272727272727,0.14387974230493916,2,True
84,0.5298303229337712,0.4444444444444444,0.42424242424242425,0.09591982820329277,3,False
85,0.5298303229337712,0.4444444444444444,0.42424242424242425,0.09591982820329277,1,False
86,0.5298303229337712,0.4444444444444444,0.42424242424242425,0.09591982820329277,4,False
87,0.5298303229337712,0.4444444444444444,0.42424242424242425,0.09591982820329277,2,True
88,0.3667214012041598,0.9055555555555556,0.07575757575757576,0.021474588403722263,2,True
89,0.3667214012041598,0.9055555555555556,0.07575757575757576,0.021474588403722263,1,False
90,0.3667214012041598,0.9055555555555556,0.07575757575757576,0.021474588403722263,4,False
91,0.3667214012041598,0.9055555555555556,0.07575757575757576,0.021474588403722263,3,False
92,0.5369458128078818,0.425,0.3939393939393939,0.09591982820329277,1,False
93,0.5369458128078818,0.425,0.3939393939393939,0.09591982820329277,4,False
94,0.5369458128078818,0.425,0.3939393939393939,0.09591982820329277,2,True
95,0.5369458128078818,0.425,0.3939393939393939,0.09591982820329277,3,False
96,0.48549534756431306,0.3972222222222222,0.24242424242424243,0.047959914101646385,3,False
97,0.48549534756431306,0.3972222222222222,0.24242424242424243,0.047959914101646385,1,False
98,0.48549534756431306,0.3972222222222222,0.24242424242424243,0.047959914101646385,4,False
99,0.48549534756431306,0.3972222222222222,0.24242424242424243,0.047959914101646385,2,True
100,0.45977011494252873,0.9638888888888889,0.045454545454545456,0.0,1,True
101,0.45977011494252873,0.9638888888888889,0.045454545454545456,0.0,3,False
102,0.45977011494252873,0.9638888888888889,0.045454545454545456,0.0,4,False
103,0.45977011494252873,0.9638888888888889,0.045454545454545456,0.0,2,False
104,0.481663929939792,0.8972222222222223,0.3787878787878788,0.06084466714387974,4,False
105,0.481663929939792,0.8972222222222223,0.3787878787878788,0.06084466714387974,2,False
106,0.481663929939792,0.8972222222222223,0.3787878787878788,0.06084466714387974,3,False
107,0.481663929939792,0.8972222222222223,0.3787878787878788,0.06084466714387974,1,True
108,0.458128078817734,0.2,0.030303030303030304,0.021474588403722263,4,False
109,0.458128078817734,0.2,0.030303030303030304,0.021474588403722263,2,False
110,0.458128078817734,0.2,0.030303030303030304,0.021474588403722263,3,False
111,0.458128078817734,0.2,0.030303030303030304,0.021474588403722263,1,True
112,0.4723590585659551,0.875,0.36363636363636365,0.021474588403722263,3,False
113,0.4723590585659551,0.875,0.36363636363636365,0.021474588403722263,1,True
114,0.4723590585659551,0.875,0.36363636363636365,0.021474588403722263,4,False
115,0.4723590585659551,0.875,0.36363636363636365,0.021474588403722263,2,False
116,0.5801860974274767,0.03611111111111111,0.19696969696969696,0.06442376521116679,2,False
117,0.5801860974274767,0.03611111111111111,0.19696969696969696,0.06442376521116679,1,True
118,0.5801860974274767,0.03611111111111111,0.19696969696969696,0.06442376521116679,3,False
119,0.5801860974274767,0.03611111111111111,0.19696969696969696,0.06442376521116679,4,False
120,0.5194307608100711,0.275,0.10606060606060606,0.2734430923407301,1,True
121,0.5194307608100711,0.275,0.10606060606060606,0.2734430923407301,3,False
122,0.5194307608100711,0.275,0.10606060606060606,0.2734430923407301,4,False
123,0.5194307608100711,0.275,0.10606060606060606,0.2734430923407301,2,False
124,0.5123152709359606,0.21944444444444444,0.15151515151515152,0.380100214745884,4,False
125,0.5123152709359606,0.21944444444444444,0.15151515151515152,0.380100214745884,2,False
126,0.5123152709359606,0.21944444444444444,0.15151515151515152,0.380100214745884,3,False
127,0.5123152709359606,0.21944444444444444,0.15151515151515152,0.380100214745884,1,True
128,0.5407772304324029,0.9777777777777777,0.3939393939393939,0.1073729420186113,1,True
129,0.5407772304324029,0.9777777777777777,0.3939393939393939,0.1073729420186113,3,False
130,0.5407772304324029,0.9777777777777777,0.3939393939393939,0.1073729420186113,4,False
131,0.5407772304324029,0.9777777777777777,0.3939393939393939,0.1073729420186113,2,False
132,0.5369458128078818,0.03888888888888889,0.21212121212121213,0.15461703650680028,2,False
133,0.5369458128078818,0.03888888888888889,0.21212121212121213,0.15461703650680028,1,True
134,0.5369458128078818,0.03888888888888889,0.21212121212121213,0.15461703650680028,3,False
135,0.5369458128078818,0.03888888888888889,0.21212121212121213,0.15461703650680028,4,False
136,0.5478927203065134,0.9944444444444445,0.25757575757575757,0.12526843235504653,2,False
137,0.5478927203065134,0.9944444444444445,0.25757575757575757,0.12526843235504653,4,False
138,0.5478927203065134,0.9944444444444445,0.25757575757575757,0.12526843235504653,1,True
139,0.5478927203065134,0.9944444444444445,0.25757575757575757,0.12526843235504653,3,False
140,0.5478927203065134,0.08611111111111111,0.15151515151515152,0.21116678596993557,2,False
141,0.5478927203065134,0.08611111111111111,0.15151515151515152,0.21116678596993557,4,False
142,0.5478927203065134,0.08611111111111111,0.15151515151515152,0.21116678596993557,3,False
143,0.5478927203065134,0.08611111111111111,0.15151515151515152,0.21116678596993557,1,True
144,0.5495347564313081,0.2833333333333333,0.22727272727272727,0.13600572655690765,4,False
145,0.5495347564313081,0.2833333333333333,0.22727272727272727,0.13600572655690765,2,False
146,0.5495347564313081,0.2833333333333333,0.22727272727272727,0.13600572655690765,1,True
147,0.5495347564313081,0.2833333333333333,0.22727272727272727,0.13600572655690765,3,False
148,0.5495347564313081,0.9666666666666667,0.21212121212121213,0.2211882605583393,4,False
149,0.5495347564313081,0.9666666666666667,0.21212121212121213,0.2211882605583393,2,False
150,0.5495347564313081,0.9666666666666667,0.21212121212121213,0.2211882605583393,1,True
151,0.5495347564313081,0.9666666666666667,0.21212121212121213,0.2211882605583393,3,False
152,0.7241379310344828,0.2916666666666667,0.16666666666666666,0.29205440229062274,3,False
153,0.7241379310344828,0.2916666666666667,0.16666666666666666,0.29205440229062274,2,False
154,0.7241379310344828,0.2916666666666667,0.16666666666666666,0.29205440229062274,4,False
155,0.7241379310344828,0.2916666666666667,0.16666666666666666,0.29205440229062274,1,True
